Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Pattern 17,Pattern 18,Pattern 19,Pattern 20,Pattern 21,Pattern 22,Pattern 23,Pattern 24,Pattern 25,Pattern 26,Pattern 27,Pattern 28,Pattern 29,Pattern 30,Pattern 31,Pattern 32,Pattern 33,Pattern 34,Pattern 35,Pattern 36,Pattern 37,Pattern 38,Pattern 39,Pattern 40,Pattern 41,Pattern 42,Pattern 43,Pattern 44,Pattern 45,Pattern 46,Pattern 47,Pattern 48,Pattern 49,Pattern 50,Pattern 51,Pattern 52,Pattern 53,Pattern 54,Pattern 55,Pattern 56,Pattern 57,Pattern 58,Pattern 59,Pattern 60,Pattern 61,Pattern 62,Pattern 63,Pattern 64,Pattern 65,Pattern 66,Pattern 67,Pattern 68,Pattern 69,Pattern 70,Pattern 71,Pattern 72,Pattern 73,Pattern 74,Pattern 75,Pattern 76,Pattern 77,Pattern 78,Pattern 79,Pattern 80,Pattern 81,Pattern 82,Pattern 83,Pattern 84,Pattern 85,Pattern 86,Pattern 87,Pattern 88,Pattern 89,Pattern 90,Pattern 91,Pattern 92,Pattern 93,Pattern 94,Pattern 95,Pattern 96,Pattern 97,Pattern 98,Pattern 99,Pattern 100,Pattern 101,Pattern 102,Pattern 103,Pattern 104,Pattern 105,Pattern 106,Pattern 107,Pattern 108,Pattern 109,Pattern 110,Pattern 111,Pattern 112,Pattern 113,Pattern 114,Pattern 115,Pattern 116,Pattern 117,Pattern 118,Pattern 119,Pattern 120,Pattern 121,Pattern 122,Pattern 123,Pattern 124,Pattern 125,Pattern 126,Pattern 127,Pattern 128,Pattern 129,Pattern 130,Pattern 131,Pattern 132,Pattern 133,Pattern 134,Pattern 135,Pattern 136,Pattern 137,Pattern 138,Pattern 139,Pattern 140,Pattern 141,Pattern 142,Pattern 143,Pattern 144,Pattern 145,Pattern 146,Pattern 147,Pattern 148,Pattern 149,Pattern 150,Pattern 151,Pattern 152,Pattern 153,Pattern 154,Pattern 155,Pattern 156,Pattern 157,Pattern 158,Pattern 159,Pattern 160,Pattern 161,Pattern 162,Pattern 163,Pattern 164,Pattern 165,Pattern 166,Pattern 167,Pattern 168,Pattern 169,Pattern 170,Pattern 171,Pattern 172,Pattern 173,Pattern 174,Pattern 175,Pattern 176,Pattern 177,Pattern 178,Pattern 179,Pattern 180,Pattern 181,Pattern 182,Pattern 183,Pattern 184,Pattern 185,Pattern 186,Pattern 187,Pattern 188,Pattern 189,Pattern 190,Pattern 191,Pattern 192,Pattern 193,Pattern 194,Pattern 195,Pattern 196,Pattern 197,Pattern 198,Pattern 199,Pattern 200,Pattern 201,Pattern 202,Pattern 203,Pattern 204,Pattern 205,Pattern 206,Pattern 207,Pattern 208,Pattern 209,Pattern 210,Pattern 211,Pattern 212,Pattern 213,Pattern 214,Pattern 215,Pattern 216,Pattern 217,Pattern 218,Pattern 219,Pattern 220,Pattern 221,Pattern 222,Pattern 223,Pattern 224,Pattern 225,Pattern 226,Pattern 227,Pattern 228,Pattern 229,Pattern 230,Pattern 231,Pattern 232,Pattern 233,Pattern 234,Pattern 235,Pattern 236,Pattern 237,Pattern 238,Pattern 239,Pattern 240,Pattern 241,Pattern 242,Pattern 243,Pattern 244,Pattern 245,Pattern 246,Pattern 247,Pattern 248,Pattern 249,Pattern 250,Pattern 251,Pattern 252,Pattern 253,Pattern 254,Pattern 255,Pattern 256,Contact_Surface_Async
21,9,13,11,10,10,5,1,13,5,10,2,9,3,4,4,14,11,2,6,7,3,0,2,1,1,1,1,1,1,2,0,11,4,6,8,0,0,0,2,6,1,8,1,3,1,0,1,12,5,7,9,0,2,4,1,0,0,0,3,1,3,2,0,15,5,0,1,13,3,2,0,5,0,1,1,4,3,2,2,9,6,1,2,6,4,1,2,0,3,2,1,1,1,1,4,0,1,3,0,1,3,0,3,0,1,2,0,2,0,3,1,5,1,1,3,0,3,2,1,3,1,0,1,3,2,2,3,13,0,6,0,3,1,0,0,10,1,4,1,8,0,2,3,3,3,1,1,2,1,0,1,2,2,1,2,0,1,2,4,7,1,5,0,3,4,1,4,4,3,9,2,3,0,0,4,1,1,1,1,1,2,1,4,0,2,2,2,3,1,1,1,9,2,0,3,6,2,0,4,5,0,3,0,5,3,1,2,2,2,0,1,2,1,1,1,1,1,2,3,2,3,4,3,4,1,4,2,0,2,2,1,0,1,1,1,0,5,3,3,4,1,2,1,3,3,1,4,2,4,4,3,0,2,1,2,432
4,1,1,7,4,6,0,2,2,0,7,2,6,4,3,37,3,7,1,5,0,2,0,0,0,0,0,0,0,0,0,0,2,1,7,5,0,0,0,0,0,0,2,0,0,0,0,0,8,5,5,27,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,3,0,0,0,0,0,0,7,0,0,0,2,4,0,0,5,35,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,3,0,2,0,17,2,0,0,0,2,0,0,0,9,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,3,0,0,0,0,0,3,0,39,0,0,1,1,1,2,0,0,2,0,1,0,3,0,0,0,0,0,1,1,15,9,0,0,0,4,0,0,0,5,0,0,0,19,0,0,5,4,0,0,0,0,1,0,2,0,0,0,0,1,1,1,20,2,0,0,0,0,0,0,3,0,0,1,1,2,4,0,14,35,0,0,1,0,1,3,15,0,3,2,19,3,16,20,143,1086
636,11,12,0,11,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,29,24,10,30,6,6,4,28,6,7,2,7,3,4,3,31,9,6,4,6,2,0,0,5,1,2,0,2,1,0,1,26,5,9,1,4,1,1,3,6,0,3,1,2,0,0,0,9,2,1,0,0,0,1,0,3,3,1,0,1,1,1,0,32,2,3,1,6,2,2,2,6,2,3,0,2,1,2,0,8,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,5,3,2,1,4,1,1,1,2,0,0,0,0,0,0,1,5,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,31,4,7,0,4,2,2,0,9,0,3,1,3,2,1,1,4,2,1,1,2,0,2,0,1,1,0,0,2,1,2,0,7,3,3,1,1,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,2,1,0,1,1,2,1,2,2,1,1,0,0,0,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,129
1,1,2,7,1,9,0,1,1,0,7,1,7,1,1,45,1,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,0,0,2,0,0,0,8,4,0,0,4,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0,13,2,0,0,0,0,0,0,0,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,0,2,0,0,0,0,0,1,0,43,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,9,4,0,0,0,4,0,0,0,3,0,0,0,38,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,2,13,2,0,0,0,0,0,0,0,0,1,0,1,0,2,1,12,42,0,0,0,0,2,1,11,0,2,0,9,0,14,14,217,1198
3,5,3,5,6,4,0,5,5,0,7,3,4,5,4,30,5,10,1,3,1,5,0,0,0,0,0,0,0,0,0,1,3,0,8,4,0,0,0,0,1,0,3,0,0,0,0,0,4,5,3,29,0,0,0,1,0,0,2,0,0,0,0,3,4,1,0,0,7,6,0,0,0,0,0,1,3,0,0,0,7,4,0,0,4,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,1,1,1,3,0,0,1,4,1,0,0,21,3,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,4,0,0,0,0,0,4,0,29,0,0,1,1,1,5,0,0,0,0,0,1,1,0,0,0,3,0,1,0,22,6,0,0,0,3,0,0,0,3,0,0,0,36,1,1,3,5,0,0,0,0,0,0,4,0,0,0,3,0,3,6,15,4,0,0,1,0,0,0,1,0,0,0,1,0,1,1,21,25,1,0,5,0,1,1,23,0,1,1,18,5,23,17,106,1029
285,27,30,8,32,5,7,0,30,4,5,5,4,5,2,0,28,3,3,1,6,1,2,0,5,0,0,0,1,0,0,0,29,5,5,1,0,1,0,0,5,2,0,0,1,0,1,0,5,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,31,6,5,0,3,1,1,0,1,0,2,0,0,0,0,0,9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,3,0,3,3,1,0,6,0,1,1,1,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
152,29,29,11,33,11,8,2,35,1,12,4,4,5,2,1,31,8,3,2,5,1,1,0,3,1,0,1,1,4,1,0,33,5,6,2,1,2,1,0,5,4,1,0,0,0,1,1,11,0,3,1,0,0,0,0,2,0,1,0,2,1,1,0,30,6,3,0,10,3,1,1,2,1,0,2,4,0,0,0,11,0,2,2,1,0,1,0,1,0,0,1,1,0,0,0,10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,30,5,5,0,4,1,3,0,7,2,2,0,5,0,0,0,4,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,13,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,4,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,5,1,4,2,2,0,0,0,3,0,1,1,0,0,0,0,4,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,105
252,33,35,10,29,7,5,0,32,3,5,1,8,0,2,1,27,5,5,3,7,1,0,0,8,0,2,0,0,0,0,0,32,6,6,0,2,1,3,0,6,0,0,0,1,0,0,0,7,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,37,3,5,0,4,2,0,0,3,1,0,0,1,0,0,0,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,2,1,7,2,0,0,7,0,2,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49
27,13,6,8,9,13,2,4,13,2,12,1,5,4,6,11,11,7,1,9,0,5,0,0,0,0,1,1,0,1,1,1,5,3,11,3,0,1,0,0,1,0,5,1,1,1,0,3,12,4,5,5,1,2,1,3,1,1,1,0,1,1,1,2,10,1,1,0,12,1,0,0,1,0,0,2,1,1,1,1,8,6,0,1,2,17,3,1,1,2,1,0,3,0,0,10,7,0,1,0,0,3,1,0,0,0,0,2,0,1,0,2,1,0,0,4,0,2,1,2,2,2,0,4,2,2,4,11,16,1,3,0,1,0,0,3,7,1,5,1,4,1,1,2,3,0,0,0,0,1,1,1,0,1,0,1,0,1,3,3,8,0,4,0,1,1,1,1,8,0,11,2,0,1,3,3,3,0,1,1,1,0,1,4,1,1,1,6,2,4,3,7,7,0,0,1,2,2,0,0,4,0,2,0,11,1,1,5,6,0,0,1,1,1,1,5,3,0,1,1,2,3,4,4,6,0,0,5,1,2,1,5,1,0,1,5,1,4,7,6,6,3,2,3,1,4,4,8,3,5,3,9,3,7,10,12,608
150,27,22,9,27,10,5,3,27,5,10,1,5,1,3,1,27,5,7,4,5,3,2,0,2,1,1,0,5,0,2,0,28,4,8,1,4,1,1,1,9,2,2,0,3,2,0,1,11,2,2,2,1,0,2,0,0,1,0,1,4,0,0,0,21,6,5,2,5,3,0,0,7,1,2,2,5,0,2,1,9,2,1,0,2,1,1,1,2,2,0,1,0,1,0,0,3,4,0,1,1,2,0,1,2,0,0,0,0,0,0,0,3,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,24,2,10,1,8,1,0,2,6,2,0,2,2,1,0,2,5,1,2,1,1,0,1,0,1,0,2,2,0,0,0,0,4,3,1,3,3,0,0,0,2,0,0,0,2,0,1,0,3,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,10,3,2,0,3,1,0,1,3,2,1,0,6,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,132
134,22,22,9,25,8,6,2,28,5,7,4,7,4,6,0,24,8,10,6,3,3,2,2,2,5,3,0,0,0,0,0,22,10,8,5,4,0,6,2,1,1,3,1,1,0,0,0,7,4,4,1,2,1,0,0,2,0,1,0,0,0,1,1,26,8,2,0,10,3,2,0,7,1,1,0,2,4,1,0,5,1,1,0,7,2,1,0,3,1,0,0,0,1,0,0,7,0,2,1,3,1,2,0,2,0,1,1,1,0,0,0,4,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,30,3,5,1,4,3,0,2,9,1,4,1,5,0,2,0,6,5,1,0,1,0,0,1,0,2,0,0,0,2,0,1,8,1,2,0,3,0,0,1,6,0,0,1,1,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,4,2,2,1,2,0,2,0,3,2,0,0,0,0,1,0,3,1,2,0,1,0,0,0,3,0,0,0,1,0,0,0,5,1,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140
29,7,10,10,10,6,4,5,14,3,5,6,9,6,7,5,14,6,2,7,4,3,0,1,0,0,1,3,2,1,0,0,11,5,7,6,0,0,1,0,2,0,5,1,0,0,1,0,4,7,8,3,0,2,0,3,0,3,0,2,2,2,4,3,15,4,0,0,8,6,0,0,1,0,0,3,4,1,1,0,5,7,0,0,3,8,1,2,1,1,0,1,0,0,1,2,2,0,0,0,0,0,1,2,0,2,0,3,2,1,3,8,8,1,1,2,2,1,2,3,2,0,1,1,6,2,7,5,9,0,3,1,4,0,1,0,6,0,7,0,4,1,1,2,5,0,1,1,0,0,2,3,0,0,1,2,2,4,0,3,7,0,4,0,0,2,0,1,4,1,12,2,0,3,1,4,5,1,2,0,0,2,1,5,0,3,0,1,1,6,6,6,9,0,0,2,4,1,3,3,5,2,1,1,5,2,2,4,5,2,1,3,2,1,2,4,1,3,2,6,1,3,2,5,5,2,0,3,2,0,0,5,1,2,3,6,3,3,1,3,3,2,0,5,4,0,6,7,2,4,3,1,3,8,2,5,533
55,21,19,8,16,9,2,6,19,3,13,3,9,8,7,7,19,9,3,6,2,3,1,0,4,2,1,1,0,0,1,0,18,3,5,6,5,2,1,5,5,2,2,0,0,1,1,0,14,6,5,6,3,1,3,1,1,2,2,1,2,0,0,0,16,1,2,1,12,5,2,0,4,4,0,1,2,3,3,1,8,6,4,2,2,3,1,1,1,1,0,2,0,3,2,0,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,2,1,0,2,1,0,3,1,1,1,0,0,3,1,18,2,4,4,5,1,0,0,10,0,5,1,7,0,1,0,3,0,1,2,1,1,0,1,1,0,2,2,3,1,2,2,7,0,4,2,1,1,2,1,1,0,2,3,3,0,3,1,9,1,0,1,0,1,0,2,0,0,0,1,1,2,1,1,12,0,1,1,6,2,0,1,5,0,0,1,7,1,2,1,7,0,1,1,0,1,2,0,1,2,0,1,2,1,1,1,7,2,2,3,2,2,0,1,2,2,2,1,1,0,0,1,4,0,2,2,1,1,0,2,0,3,0,0,2,0,0,1,301
67,23,20,17,22,13,7,3,23,3,8,4,9,2,1,3,16,9,4,3,4,3,2,0,3,0,6,2,5,2,2,1,25,7,6,3,4,1,0,0,4,2,5,1,4,1,1,1,9,2,4,3,3,2,0,2,2,1,2,1,1,2,3,0,20,5,3,2,12,2,2,0,5,5,0,2,2,1,1,0,13,5,5,0,3,1,2,1,1,3,1,0,0,0,1,0,2,0,1,1,2,1,0,1,5,1,1,2,1,0,0,1,4,0,0,2,1,3,0,0,0,2,1,0,1,0,1,0,17,3,10,2,4,1,2,2,8,1,4,0,5,1,0,1,7,1,3,1,1,5,0,0,1,0,1,0,2,0,1,0,15,4,3,1,1,0,1,1,3,0,0,0,3,1,0,1,6,0,1,0,1,1,0,2,1,0,0,0,1,0,1,0,15,2,4,0,2,2,1,0,3,2,3,1,4,0,1,1,4,0,0,1,0,0,0,0,2,2,0,0,1,0,1,0,2,1,0,1,1,1,1,2,0,1,0,0,2,1,0,1,3,0,1,0,1,0,1,1,0,0,2,1,0,0,0,0,213
605,14,14,0,14,3,0,0,14,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6,6,5,9,6,4,4,5,7,1,5,8,8,8,5,14,7,7,2,5,2,7,1,0,0,0,0,0,0,3,1,1,6,4,8,3,0,0,0,0,3,0,6,0,0,0,0,3,6,7,6,19,0,1,1,1,0,0,1,1,1,2,1,3,7,2,0,1,7,7,0,1,1,0,0,0,6,1,1,1,8,5,0,0,6,9,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,0,3,0,1,0,2,1,2,1,4,6,0,0,0,1,0,1,2,1,3,4,8,3,3,4,11,5,0,4,0,3,1,0,0,6,0,6,0,5,0,0,3,3,0,0,1,0,0,2,2,0,0,0,0,0,2,1,7,9,0,4,1,0,1,0,1,6,1,10,1,1,1,3,0,5,0,2,0,0,1,2,6,1,1,0,3,1,4,7,9,10,0,1,1,6,0,0,1,6,1,0,1,17,1,1,5,3,0,0,1,0,0,1,3,0,2,2,4,1,4,9,14,4,1,0,3,1,1,0,9,0,3,1,1,2,3,2,13,15,4,1,6,3,1,3,13,2,5,4,11,5,10,6,17,708
48,21,14,10,20,11,4,4,17,2,12,3,14,3,5,1,21,3,5,7,6,2,2,1,0,4,1,0,0,4,0,3,16,5,10,4,3,0,3,2,8,0,5,1,1,0,0,0,14,4,1,2,3,1,3,1,0,2,2,1,2,1,3,0,19,7,0,2,5,3,3,2,2,4,0,0,9,3,0,1,9,2,0,0,3,3,0,1,0,1,2,0,2,0,1,3,3,1,1,1,0,1,2,1,2,4,1,2,1,2,1,1,7,1,1,0,2,1,1,1,1,0,0,3,2,2,0,3,12,2,7,0,2,1,0,2,6,3,7,2,6,0,1,0,4,1,4,0,2,0,0,4,1,1,0,1,1,2,2,2,8,1,5,1,2,0,1,1,5,0,3,0,2,2,1,5,6,4,1,1,2,1,1,1,2,2,0,1,0,0,1,0,15,2,3,3,4,1,2,1,3,0,0,3,3,3,0,3,4,3,2,6,0,1,0,1,0,1,2,2,1,1,1,0,3,2,1,1,1,1,0,1,1,0,0,3,1,1,0,1,0,0,3,2,5,0,2,1,3,1,2,1,1,1,1,0,310
4,4,9,11,5,6,4,4,6,3,6,6,11,6,7,11,7,6,1,6,1,7,0,1,0,1,0,1,1,1,0,2,7,6,6,4,0,0,0,0,1,0,5,2,0,0,2,2,8,4,8,10,0,1,1,0,0,1,0,4,0,0,0,5,3,1,0,0,6,6,0,3,0,0,0,1,8,0,0,2,7,7,0,0,6,20,0,3,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,3,0,0,1,0,1,0,2,6,4,1,0,4,2,0,0,3,1,2,3,3,3,4,3,10,5,1,2,0,1,0,0,0,9,0,2,1,6,0,1,1,2,0,0,0,1,2,2,0,0,2,1,1,0,0,2,8,8,1,3,0,0,0,1,1,3,1,20,2,0,1,1,6,4,0,1,1,0,1,2,4,0,2,2,3,0,2,3,14,9,1,0,0,5,0,1,4,6,1,2,0,17,1,2,4,2,0,0,0,1,1,2,3,0,0,1,3,2,4,4,11,3,0,1,5,1,1,1,4,1,3,3,1,2,2,1,8,29,3,3,0,1,2,2,10,2,4,2,10,2,12,9,25,719
1,3,2,7,5,6,1,3,3,0,7,3,3,6,4,32,3,5,0,2,1,4,0,0,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,1,0,3,0,0,0,0,0,5,3,3,39,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,5,0,0,1,0,0,0,5,0,0,0,7,4,0,0,4,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,13,1,0,0,0,0,0,0,0,7,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,2,0,36,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,16,6,0,0,0,5,0,0,0,2,0,0,1,31,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,46,0,0,2,0,2,1,11,0,0,1,12,2,16,11,196,1163
65,27,23,9,21,10,6,2,26,5,11,5,7,6,4,1,21,12,6,5,10,5,3,1,2,0,2,2,0,1,0,0,28,5,8,3,4,0,3,1,3,2,2,0,1,2,3,0,8,2,2,4,2,0,3,0,2,2,1,3,0,1,0,0,28,4,3,0,6,3,3,0,5,1,1,1,5,1,2,2,9,5,2,0,3,2,3,2,2,0,0,0,1,0,1,1,7,4,3,1,1,1,1,2,3,2,1,1,3,0,0,0,2,0,1,1,1,0,3,0,1,2,0,0,0,0,0,0,25,4,6,3,9,2,0,2,11,3,2,1,4,2,0,0,6,1,0,1,3,0,1,0,4,0,2,1,0,0,0,1,7,1,7,0,0,3,0,1,4,0,3,0,0,1,0,0,4,1,3,1,1,1,0,0,2,0,0,1,1,1,0,0,9,0,1,0,3,1,2,0,4,2,2,0,0,0,2,0,4,2,0,2,1,3,0,0,3,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,2,0,0,1,3,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,194
24,11,13,8,10,6,2,7,11,5,10,4,6,3,5,9,14,10,2,3,2,5,0,3,1,1,1,1,0,1,1,1,10,1,7,7,0,0,0,2,3,1,4,3,0,1,2,5,7,6,5,3,0,0,1,0,0,1,2,2,1,0,3,5,10,2,0,1,12,5,1,1,3,0,0,2,4,2,2,0,5,6,2,1,8,11,0,5,1,0,1,2,1,1,1,1,3,1,1,0,0,2,1,1,1,1,0,1,2,1,2,1,6,1,1,2,2,4,0,2,1,2,0,4,3,3,4,4,9,0,0,3,5,0,0,0,14,0,7,1,3,1,2,1,0,0,2,3,1,4,1,1,0,0,1,0,2,2,2,2,11,0,6,1,0,0,1,3,3,0,9,4,1,1,3,2,3,2,2,1,0,2,0,2,0,0,3,0,3,5,4,9,8,0,1,0,3,2,3,1,4,1,1,2,5,0,3,3,6,2,1,1,0,3,1,2,1,5,1,2,0,4,2,4,6,3,1,1,0,1,2,5,1,1,3,4,2,6,0,3,12,1,2,1,2,1,5,4,2,3,2,4,4,4,3,10,526
179,28,31,7,27,6,9,1,30,4,7,4,7,4,1,1,28,7,4,3,9,2,1,1,4,0,0,4,1,0,1,0,25,7,8,3,4,0,1,0,5,5,3,0,1,0,0,1,7,2,2,1,1,0,1,1,1,1,1,0,0,1,0,0,26,7,9,0,4,1,2,1,6,0,0,1,5,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,12,2,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,25,6,3,2,5,5,3,0,9,0,1,0,3,1,1,0,6,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,8,0,1,1,0,0,1,0,2,2,1,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,1,0,1,4,0,0,0,3,0,2,0,0,1,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95
